,drug,CYP_l,CYP1A2_l,CYP3A4_l,CYP2C8_l,CYP2C9_l,cytochrome,CYP1A2,CYP3A4,CYP2C8,CYP2C9,year,count_pubmed,count_name,CYP1A2_norm_cyt,CYP1A2_norm_name,CYP1A2_norm_pubmed,CYP3A4_norm_cyt,CYP3A4_norm_name,CYP3A4_norm_pubmed,CYP2C8_norm_cyt,CYP2C8_norm_name,CYP2C8_norm_pubmed,CYP2C9_norm_cyt,CYP2C9_norm_name,CYP2C9_norm_pubmed,pubmed_count_full
255,ACALABRUTINIB,1.0,0.0,0.0,0.0,0.0,155.0,25.0,128.0,27.0,33.0,2006.0,179.0,3090.0,0.16129032258064516,0.008090614886731391,0.13966480446927373,0.8258064516129032,0.041423948220064725,0.7150837988826816,0.17419354838709677,0.008737864077669903,0.15083798882681565,0.2129032258064516,0.010679611650485437,0.18435754189944134,3090.0
256,OSPEMIFENE,3.0,0.0,1.0,0.0,1.0,106.0,36.0,67.0,22.0,43.0,1999.0,196.0,2020.0,0.33962264150943394,0.01782178217821782,0.1836734693877551,0.6320754716981132,0.03316831683168317,0.34183673469387754,0.20754716981132076,0.01089108910891089,0.11224489795918367,0.4056603773584906,0.02128712871287129,0.2193877551020408,2020.0
257,LENVATINIB,1.0,0.0,1.0,0.0,0.0,398.0,102.0,318.0,110.0,99.0,2006.0,902.0,16800.0,0.2562814070351759,0.006071428571428571,0.1130820399113082,0.7989949748743719,0.01892857142857143,0.352549889135255,0.27638190954773867,0.006547619047619048,0.12195121951219512,0.24874371859296482,0.005892857142857143,0.10975609756097561,16800.0
258,TOFACITINIB,12.0,1.0,1.0,1.0,1.0,859.0,119.0,459.0,82.0,134.0,2003.0,1440.0,21200.0,0.13853317811408614,0.0056132075471698115,0.08263888888888889,0.5343422584400466,0.021650943396226415,0.31875,0.09545983701979045,0.0038679245283018866,0.05694444444444444,0.1559953434225844,0.006320754716981132,0.09305555555555556,21200.0
259,DASATINIB,1.0,0.0,1.0,0.0,0.0,4830.0,1370.0,3350.0,419.0,2150.0,2004.0,3390.0,53800.0,0.2836438923395445,0.025464684014869888,0.40412979351032446,0.6935817805383023,0.062267657992565055,0.9882005899705014,0.08674948240165631,0.007788104089219331,0.12359882005899706,0.4451345755693582,0.039962825278810406,0.6342182890855457,53800.0
260,FOSTEMSAVIR,0.0,0.0,0.0,0.0,0.0,84.0,13.0,63.0,12.0,21.0,2012.0,41.0,1640.0,0.15476190476190477,0.007926829268292683,0.3170731707317073,0.75,0.03841463414634146,1.5365853658536586,0.14285714285714285,0.007317073170731708,0.2926829268292683,0.25,0.012804878048780487,0.5121951219512195,1640.0
261,TECOVIRIMAT,0.0,0.0,0.0,0.0,0.0,27.0,3.0,10.0,5.0,2.0,2005.0,71.0,425.0,0.1111111111111111,0.007058823529411765,0.04225352112676056,0.37037037037037035,0.023529411764705882,0.14084507042253522,0.18518518518518517,0.011764705882352941,0.07042253521126761,0.07407407407407407,0.004705882352941176,0.028169014084507043,425.0
262,BICTEGRAVIR,1.0,0.0,1.0,0.0,0.0,215.0,55.0,216.0,40.0,67.0,2006.0,128.0,2980.0,0.2558139534883721,0.018456375838926176,0.4296875,1.0046511627906978,0.07248322147651007,1.6875,0.18604651162790697,0.013422818791946308,0.3125,0.3116279069767442,0.02248322147651007,0.5234375,2980.0
263,BAZEDOXIFENE,1.0,0.0,0.0,0.0,0.0,218.0,28.0,107.0,15.0,32.0,2001.0,409.0,4680.0,0.12844036697247707,0.005982905982905983,0.06845965770171149,0.4908256880733945,0.022863247863247862,0.2616136919315403,0.06880733944954129,0.003205128205128205,0.03667481662591687,0.14678899082568808,0.006837606837606838,0.07823960880195599,4680.0
264,VORTIOXETINE,7.0,0.0,0.0,1.0,1.0,361.0,160.0,286.0,81.0,174.0,2006.0,444.0,5430.0,0.44321329639889195,0.029465930018416207,0.36036036036036034,0.7922437673130194,0.05267034990791897,0.6441441441441441,0.22437673130193905,0.014917127071823204,0.18243243243243243,0.481994459833795,0.032044198895027624,0.3918918918918919,5430.0
265,MACITENTAN,4.0,0.0,1.0,1.0,1.0,287.0,55.0,224.0,61.0,124.0,2008.0,289.0,4520.0,0.1916376306620209,0.012168141592920354,0.1903114186851211,0.7804878048780488,0.049557522123893805,0.7750865051903114,0.21254355400696864,0.013495575221238938,0.21107266435986158,0.43205574912891986,0.02743362831858407,0.4290657439446367,4520.0
266,RIOCIGUAT,4.0,0.0,0.0,1.0,0.0,344.0,47.0,208.0,54.0,92.0,2008.0,358.0,5620.0,0.13662790697674418,0.008362989323843417,0.13128491620111732,0.6046511627906976,0.03701067615658363,0.5810055865921788,0.1569767441860465,0.009608540925266904,0.15083798882681565,0.26744186046511625,0.016370106761565837,0.2569832402234637,5620.0
267,SILODOSIN,1.0,0.0,1.0,0.0,0.0,125.0,38.0,114.0,27.0,52.0,1995.0,392.0,3900.0,0.304,0.009743589743589744,0.09693877551020408,0.912,0.02923076923076923,0.29081632653061223,0.216,0.006923076923076923,0.06887755102040816,0.416,0.013333333333333334,0.1326530612244898,3900.0
268,FOSAPREPITANT,0.0,0.0,0.0,0.0,0.0,255.0,95.0,289.0,32.0,113.0,2006.0,162.0,2540.0,0.37254901960784315,0.03740157480314961,0.5864197530864198,1.1333333333333333,0.11377952755905511,1.7839506172839505,0.12549019607843137,0.012598425196850394,0.19753086419753085,0.44313725490196076,0.044488188976377956,0.6975308641975309,2540.0
269,DAPAGLIFLOZIN,9.0,1.0,1.0,0.0,1.0,605.0,77.0,352.0,120.0,146.0,2000.0,1442.0,25500.0,0.12727272727272726,0.003019607843137255,0.05339805825242718,0.5818181818181818,0.013803921568627451,0.24410540915395285,0.19834710743801653,0.004705882352941176,0.08321775312066575,0.2413223140495868,0.005725490196078431,0.10124826629680998,25500.0
270,REGADENOSON ANHYDROUS,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,,0.5,0.02564102564102564,inf,0.0,0.0,,0.0,0.0,,39.0
271,DESVENLAFAXINE,2.0,0.0,1.0,0.0,0.0,660.0,345.0,595.0,94.0,272.0,1994.0,438.0,6810.0,0.5227272727272727,0.05066079295154185,0.7876712328767124,0.9015151515151515,0.08737151248164464,1.3584474885844748,0.14242424242424243,0.013803230543318648,0.2146118721461187,0.4121212121212121,0.03994126284875184,0.6210045662100456,6810.0
272,ALVIMOPAN,0.0,0.0,0.0,0.0,0.0,119.0,25.0,108.0,8.0,28.0,2001.0,203.0,3570.0,0.21008403361344538,0.0070028011204481795,0.12315270935960591,0.907563025210084,0.030252100840336135,0.5320197044334976,0.06722689075630252,0.002240896358543417,0.03940886699507389,0.23529411764705882,0.00784313725490196,0.13793103448275862,3570.0
273,TETRABENAZINE,2.0,1.0,0.0,0.0,0.0,1380.0,920.0,1050.0,836.0,909.0,1959.0,1148.0,12900.0,0.6666666666666666,0.07131782945736434,0.8013937282229965,0.7608695652173914,0.08139534883720931,0.9146341463414634,0.6057971014492753,0.06480620155038759,0.7282229965156795,0.658695652173913,0.07046511627906976,0.7918118466898955,12900.0
274,CLEVIDIPINE,0.0,0.0,0.0,0.0,0.0,107.0,23.0,60.0,14.0,31.0,1997.0,143.0,2080.0,0.21495327102803738,0.011057692307692308,0.16083916083916083,0.5607476635514018,0.028846153846153848,0.4195804195804196,0.1308411214953271,0.006730769230769231,0.0979020979020979,0.2897196261682243,0.014903846153846155,0.21678321678321677,2080.0
275,LACOSAMIDE,1.0,0.0,0.0,0.0,0.0,515.0,164.0,437.0,92.0,235.0,1993.0,889.0,12700.0,0.31844660194174756,0.012913385826771654,0.1844769403824522,0.8485436893203884,0.03440944881889764,0.4915635545556805,0.1786407766990291,0.007244094488188977,0.10348706411698538,0.4563106796116505,0.018503937007874015,0.2643419572553431,12700.0
276,RUFINAMIDE,0.0,0.0,0.0,0.0,0.0,418.0,170.0,371.0,102.0,197.0,1992.0,278.0,4930.0,0.40669856459330145,0.034482758620689655,0.6115107913669064,0.8875598086124402,0.07525354969574037,1.3345323741007193,0.24401913875598086,0.020689655172413793,0.3669064748201439,0.47129186602870815,0.03995943204868154,0.7086330935251799,4930.0
277,ELTROMBOPAG,2.0,1.0,0.0,1.0,0.0,315.0,104.0,248.0,111.0,129.0,1993.0,740.0,8860.0,0.33015873015873015,0.011738148984198645,0.14054054054054055,0.7873015873015873,0.02799097065462754,0.33513513513513515,0.3523809523809524,0.01252821670428894,0.15,0.4095238095238095,0.014559819413092551,0.17432432432432432,8860.0
278,PLERIXAFOR,0.0,0.0,0.0,0.0,0.0,196.0,22.0,89.0,11.0,19.0,1994.0,1366.0,10000.0,0.11224489795918367,0.0022,0.016105417276720352,0.45408163265306123,0.0089,0.06515373352855051,0.05612244897959184,0.0011,0.008052708638360176,0.09693877551020408,0.0019,0.013909224011713031,10000.0
279,ALISKIREN ,2.0,0.0,1.0,0.0,0.0,1020.0,209.0,764.0,163.0,313.0,2002.0,1109.0,16900.0,0.20490196078431372,0.012366863905325444,0.1884580703336339,0.7490196078431373,0.045207100591715975,0.6889089269612263,0.15980392156862744,0.009644970414201183,0.14697926059513075,0.30686274509803924,0.018520710059171597,0.2822362488728584,16900.0
280,RETAPAMULIN,4.0,0.0,1.0,1.0,0.0,155.0,17.0,99.0,5.0,17.0,2006.0,117.0,2200.0,0.10967741935483871,0.007727272727272728,0.1452991452991453,0.6387096774193548,0.045,0.8461538461538461,0.03225806451612903,0.0022727272727272726,0.042735042735042736,0.10967741935483871,0.007727272727272728,0.1452991452991453,2200.0
281,ROTIGOTINE,5.0,2.0,2.0,0.0,0.0,251.0,75.0,122.0,28.0,46.0,1985.0,534.0,9860.0,0.29880478087649404,0.007606490872210953,0.1404494382022472,0.4860557768924303,0.012373225152129817,0.22846441947565543,0.11155378486055777,0.002839756592292089,0.052434456928838954,0.18326693227091634,0.004665314401622718,0.08614232209737828,9860.0
282,IXABEPILONE,6.0,0.0,1.0,0.0,0.0,599.0,92.0,336.0,93.0,105.0,2001.0,413.0,7120.0,0.15358931552587646,0.012921348314606741,0.22276029055690072,0.5609348914858097,0.04719101123595506,0.8135593220338984,0.15525876460767946,0.013061797752808989,0.22518159806295399,0.17529215358931552,0.014747191011235955,0.2542372881355932,7120.0
283,LISDEXAMFETAMINE,0.0,0.0,0.0,0.0,0.0,251.0,114.0,209.0,26.0,88.0,2006.0,411.0,6700.0,0.4541832669322709,0.01701492537313433,0.2773722627737226,0.8326693227091634,0.03119402985074627,0.5085158150851582,0.10358565737051793,0.003880597014925373,0.06326034063260341,0.350597609561753,0.013134328358208954,0.2141119221411192,6700.0
284,AMBRISENTAN ,3.0,0.0,1.0,0.0,0.0,533.0,114.0,461.0,107.0,245.0,2002.0,408.0,7430.0,0.21388367729831145,0.015343203230148048,0.27941176470588236,0.8649155722326454,0.06204576043068641,1.1299019607843137,0.20075046904315197,0.014401076716016151,0.2622549019607843,0.4596622889305816,0.03297442799461642,0.6004901960784313,7430.0
285,SAPROPTERIN,0.0,0.0,0.0,0.0,0.0,139.0,11.0,34.0,6.0,12.0,1976.0,2104.0,2460.0,0.07913669064748201,0.004471544715447155,0.005228136882129277,0.2446043165467626,0.013821138211382113,0.016159695817490494,0.04316546762589928,0.0024390243902439024,0.0028517110266159697,0.08633093525179857,0.004878048780487805,0.005703422053231939,2460.0
286,NEBIVOLOL,2.0,0.0,1.0,0.0,0.0,968.0,218.0,555.0,126.0,267.0,1987.0,976.0,17100.0,0.22520661157024793,0.012748538011695907,0.22336065573770492,0.5733471074380165,0.03245614035087719,0.5686475409836066,0.13016528925619836,0.007368421052631579,0.1290983606557377,0.27582644628099173,0.015614035087719299,0.2735655737704918,17100.0
287,RANOLAZINE,2.0,0.0,1.0,0.0,0.0,1100.0,182.0,717.0,135.0,274.0,1988.0,949.0,13200.0,0.16545454545454547,0.013787878787878788,0.1917808219178082,0.6518181818181819,0.05431818181818182,0.7555321390937829,0.12272727272727273,0.010227272727272727,0.1422550052687039,0.24909090909090909,0.020757575757575756,0.28872497365648053,13200.0
288,ARFORMOTEROL,2.0,0.0,0.0,0.0,0.0,61.0,14.0,57.0,12.0,21.0,1980.0,1747.0,1140.0,0.22950819672131148,0.012280701754385965,0.008013737836290785,0.9344262295081968,0.05,0.03262736119061248,0.19672131147540983,0.010526315789473684,0.006868918145392101,0.3442622950819672,0.018421052631578946,0.012020606754436176,1140.0
289,LUBIPROSTONE,0.0,0.0,0.0,0.0,0.0,131.0,24.0,106.0,11.0,27.0,2003.0,328.0,4790.0,0.183206106870229,0.005010438413361169,0.07317073170731707,0.8091603053435115,0.022129436325678497,0.3231707317073171,0.08396946564885496,0.0022964509394572024,0.03353658536585366,0.20610687022900764,0.005636743215031315,0.08231707317073171,4790.0
290,RASAGILINE ,1.0,1.0,0.0,0.0,0.0,1120.0,226.0,363.0,76.0,149.0,1981.0,621.0,12400.0,0.2017857142857143,0.018225806451612904,0.3639291465378422,0.32410714285714287,0.029274193548387097,0.5845410628019324,0.06785714285714285,0.006129032258064516,0.12238325281803543,0.13303571428571428,0.012016129032258065,0.23993558776167473,12400.0
291,SITAGLIPTIN,2.0,0.0,1.0,1.0,0.0,2540.0,227.0,1800.0,348.0,1060.0,2005.0,2429.0,38500.0,0.08937007874015748,0.005896103896103896,0.09345409633594072,0.7086614173228346,0.046753246753246755,0.7410456978180321,0.13700787401574804,0.009038961038961039,0.1432688349114862,0.41732283464566927,0.027532467532467533,0.43639357760395225,38500.0
292,CICLESONIDE,4.0,0.0,1.0,1.0,0.0,207.0,50.0,165.0,36.0,55.0,1999.0,367.0,6020.0,0.24154589371980675,0.008305647840531562,0.1362397820163488,0.7971014492753623,0.027408637873754152,0.44959128065395093,0.17391304347826086,0.005980066445182724,0.09809264305177112,0.26570048309178745,0.009136212624584718,0.14986376021798364,6020.0
293,PALIPERIDONE,2.0,0.0,1.0,0.0,0.0,823.0,409.0,744.0,126.0,286.0,1992.0,1315.0,16200.0,0.49696233292831105,0.025246913580246912,0.31102661596958175,0.9040097205346294,0.045925925925925926,0.5657794676806084,0.15309842041312272,0.0077777777777777776,0.09581749049429658,0.34750911300121506,0.01765432098765432,0.21749049429657794,16200.0
294,VORINOSTAT ,0.0,0.0,0.0,0.0,0.0,2530.0,194.0,776.0,102.0,227.0,1995.0,2377.0,31900.0,0.0766798418972332,0.006081504702194357,0.08161548169962138,0.3067193675889328,0.02432601880877743,0.3264619267984855,0.04031620553359684,0.0031974921630094043,0.04291123264619268,0.08972332015810276,0.007115987460815047,0.09549852755574254,31900.0
295,VARENICLINE,0.0,0.0,0.0,0.0,0.0,648.0,176.0,380.0,75.0,144.0,2004.0,1753.0,23200.0,0.2716049382716049,0.007586206896551724,0.10039931545921278,0.5864197530864198,0.016379310344827588,0.21677124928693667,0.11574074074074074,0.003232758620689655,0.04278379920136908,0.2222222222222222,0.006206896551724138,0.08214489446662863,23200.0
296,ANIDULAFUNGIN,0.0,0.0,0.0,0.0,0.0,1720.0,94.0,609.0,79.0,249.0,1996.0,985.0,9310.0,0.05465116279069768,0.010096670247046188,0.09543147208121827,0.3540697674418605,0.06541353383458647,0.6182741116751269,0.045930232558139536,0.008485499462943072,0.08020304568527918,0.1447674418604651,0.026745435016111707,0.25279187817258886,9310.0
297,POSACONAZOLE ,0.0,0.0,0.0,0.0,0.0,3010.0,466.0,2120.0,362.0,819.0,1993.0,2717.0,30200.0,0.1548172757475083,0.01543046357615894,0.1715126978284873,0.7043189368770764,0.07019867549668875,0.7802723592197276,0.12026578073089701,0.011986754966887418,0.1332351858667648,0.27209302325581397,0.027119205298013246,0.3014354066985646,30200.0
298,RAMELTEON,4.0,1.0,1.0,0.0,1.0,456.0,275.0,363.0,69.0,181.0,2003.0,364.0,6640.0,0.6030701754385965,0.04141566265060241,0.7554945054945055,0.7960526315789473,0.05466867469879518,0.9972527472527473,0.1513157894736842,0.01039156626506024,0.18956043956043955,0.3969298245614035,0.027259036144578315,0.49725274725274726,6640.0
299,ENTECAVIR ANHYDROUS,0.0,0.0,0.0,0.0,0.0,32.0,6.0,16.0,2.0,4.0,0.0,0.0,313.0,0.1875,0.019169329073482427,inf,0.5,0.051118210862619806,inf,0.0625,0.006389776357827476,inf,0.125,0.012779552715654952,inf,313.0
300,NEPAFENAC,0.0,0.0,0.0,0.0,0.0,75.0,8.0,32.0,7.0,9.0,2000.0,202.0,3340.0,0.10666666666666667,0.0023952095808383233,0.039603960396039604,0.4266666666666667,0.009580838323353293,0.15841584158415842,0.09333333333333334,0.002095808383233533,0.034653465346534656,0.12,0.002694610778443114,0.04455445544554455,3340.0
301,DEFERASIROX,3.0,1.0,0.0,0.0,0.0,610.0,97.0,228.0,66.0,84.0,1993.0,980.0,13600.0,0.15901639344262294,0.007132352941176471,0.09897959183673469,0.3737704918032787,0.016764705882352942,0.23265306122448978,0.10819672131147541,0.0048529411764705885,0.0673469387755102,0.1377049180327869,0.006176470588235294,0.08571428571428572,13600.0
302,CONIVAPTAN ,1.0,0.0,1.0,0.0,0.0,353.0,104.0,368.0,82.0,125.0,1997.0,217.0,3100.0,0.29461756373937675,0.03354838709677419,0.4792626728110599,1.0424929178470255,0.11870967741935484,1.695852534562212,0.23229461756373937,0.026451612903225806,0.3778801843317972,0.35410764872521244,0.04032258064516129,0.576036866359447,3100.0
303,LENALIDOMIDE,0.0,0.0,0.0,0.0,0.0,1380.0,205.0,671.0,117.0,212.0,2002.0,4319.0,51800.0,0.14855072463768115,0.003957528957528957,0.04746469090067145,0.486231884057971,0.012953667953667954,0.1553600370456124,0.08478260869565217,0.002258687258687259,0.027089604075017364,0.1536231884057971,0.004092664092664093,0.049085436443621205,51800.0
304,NELARABINE ,0.0,0.0,0.0,0.0,0.0,178.0,19.0,65.0,12.0,24.0,1998.0,141.0,2880.0,0.10674157303370786,0.006597222222222222,0.1347517730496454,0.3651685393258427,0.022569444444444444,0.46099290780141844,0.06741573033707865,0.004166666666666667,0.0851063829787234,0.1348314606741573,0.008333333333333333,0.1702127659574468,2880.0
305,MICAFUNGIN,5.0,1.0,1.0,0.0,0.0,1440.0,173.0,821.0,120.0,350.0,1999.0,1641.0,21100.0,0.12013888888888889,0.008199052132701421,0.10542352224253504,0.5701388888888889,0.03890995260663507,0.5003046922608165,0.08333333333333333,0.005687203791469194,0.07312614259597806,0.24305555555555555,0.016587677725118485,0.21328458257160268,21100.0
306,TIGECYCLINE,0.0,0.0,0.0,0.0,0.0,2080.0,106.0,377.0,65.0,650.0,1999.0,3464.0,41700.0,0.05096153846153846,0.002541966426858513,0.030600461893764433,0.18125,0.009040767386091128,0.1088337182448037,0.03125,0.0015587529976019184,0.018764434180138567,0.3125,0.015587529976019185,0.18764434180138567,41700.0
307,TIPRANAVIR ,1.0,0.0,1.0,0.0,0.0,1900.0,520.0,1740.0,348.0,691.0,1997.0,396.0,11500.0,0.2736842105263158,0.04521739130434783,1.3131313131313131,0.9157894736842105,0.15130434782608695,4.393939393939394,0.1831578947368421,0.030260869565217393,0.8787878787878788,0.3636842105263158,0.06008695652173913,1.744949494949495,11500.0
308,TROSPIUM,0.0,0.0,0.0,0.0,0.0,243.0,55.0,231.0,20.0,48.0,1978.0,306.0,5830.0,0.22633744855967078,0.009433962264150943,0.17973856209150327,0.9506172839506173,0.03962264150943396,0.7549019607843137,0.0823045267489712,0.003430531732418525,0.06535947712418301,0.19753086419753085,0.00823327615780446,0.1568627450980392,5830.0
309,ESCITALOPRAM,3.0,0.0,1.0,0.0,0.0,2860.0,1350.0,2450.0,497.0,1330.0,1977.0,7240.0,57900.0,0.47202797202797203,0.023316062176165803,0.18646408839779005,0.8566433566433567,0.04231433506044905,0.3383977900552486,0.1737762237762238,0.008583765112262522,0.068646408839779,0.46503496503496505,0.0229706390328152,0.18370165745856354,57900.0
310,ATOMOXETINE ,8.0,1.0,1.0,0.0,1.0,4560.0,1400.0,3620.0,1090.0,3310.0,1984.0,1654.0,28100.0,0.30701754385964913,0.0498220640569395,0.8464328899637243,0.793859649122807,0.1288256227758007,2.18863361547763,0.23903508771929824,0.03879003558718861,0.6590084643288996,0.7258771929824561,0.11779359430604983,2.0012091898428053,28100.0
311,EPLERENONE ,2.0,0.0,1.0,0.0,1.0,1110.0,233.0,712.0,148.0,294.0,1993.0,1304.0,23200.0,0.2099099099099099,0.010043103448275862,0.17868098159509202,0.6414414414414414,0.030689655172413795,0.5460122699386503,0.13333333333333333,0.006379310344827587,0.11349693251533742,0.2648648648648649,0.012672413793103448,0.2254601226993865,23200.0
312,OLMESARTAN ,0.0,0.0,0.0,0.0,0.0,1710.0,169.0,1280.0,798.0,959.0,1995.0,1508.0,25300.0,0.09883040935672514,0.0066798418972332015,0.11206896551724138,0.7485380116959064,0.05059288537549407,0.8488063660477454,0.4666666666666667,0.03154150197628459,0.5291777188328912,0.5608187134502924,0.03790513833992095,0.6359416445623343,25300.0
313,4-HYDROXYBUTANOIC ACID,0.0,0.0,0.0,0.0,0.0,61.0,3.0,9.0,0.0,2.0,1984.0,15.0,883.0,0.04918032786885246,0.0033975084937712344,0.2,0.14754098360655737,0.010192525481313703,0.6,0.0,0.0,0.0,0.03278688524590164,0.0022650056625141564,0.13333333333333333,883.0
314,NITISINONE,1.0,0.0,1.0,0.0,0.0,132.0,16.0,46.0,8.0,15.0,1992.0,278.0,2100.0,0.12121212121212122,0.007619047619047619,0.05755395683453238,0.3484848484848485,0.021904761904761906,0.16546762589928057,0.06060606060606061,0.0038095238095238095,0.02877697841726619,0.11363636363636363,0.007142857142857143,0.0539568345323741,2100.0
315,ADEFOVIR,0.0,0.0,0.0,0.0,0.0,2090.0,270.0,1630.0,212.0,364.0,1987.0,2410.0,31900.0,0.1291866028708134,0.008463949843260187,0.11203319502074689,0.7799043062200957,0.05109717868338558,0.6763485477178424,0.10143540669856459,0.00664576802507837,0.08796680497925312,0.17416267942583732,0.01141065830721003,0.15103734439834024,31900.0
316,TIZOXANIDE,0.0,0.0,0.0,0.0,0.0,492.0,38.0,186.0,26.0,36.0,1996.0,66.0,1250.0,0.07723577235772358,0.0304,0.5757575757575758,0.3780487804878049,0.1488,2.8181818181818183,0.052845528455284556,0.0208,0.3939393939393939,0.07317073170731707,0.0288,0.5454545454545454,1250.0
317,VORICONAZOLE ,3.0,0.0,1.0,0.0,1.0,7280.0,1390.0,4240.0,946.0,2770.0,1993.0,6617.0,61600.0,0.19093406593406592,0.022564935064935066,0.21006498413178176,0.5824175824175825,0.06883116883116883,0.6407737645458667,0.12994505494505496,0.015357142857142857,0.14296508991990328,0.3804945054945055,0.04496753246753247,0.41861870938491763,61600.0
